p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.ratio
1.09648876797422e-21	2.35378451679313	0.341	0.071	2.88135318448266e-17	lens placode	aldocb	4.75
9.92904392556245e-21	3.92010008107364	0.094	0.006	2.6091541627593e-16	lens placode	si:ch211-137a8.2	13.5714285714286
1.98606030733759e-20	-4.48329584309571	0.047	0.595	5.21896927562173e-16	lens placode	plch1	0.0805369127516779
3.28094691928836e-20	2.45091622363257	0.294	0.057	8.62167231450594e-16	lens placode	tns2a	5.08620689655172
5.13264546567567e-20	1.99228626219907	0.659	0.268	1.34875657547025e-15	lens placode	nid2a	2.45353159851301
5.39942520202747e-20	1.74899164230712	0.671	0.254	1.41886095458878e-15	lens placode	pcdh7b	2.63529411764706
5.54233977891329e-20	-2.06302485502682	0.471	0.812	1.45641604710283e-15	lens placode	pcdh19	0.580565805658056
6.46206875730336e-20	-6.27884357261316	0.024	0.561	1.69810242804418e-15	lens placode	ptprnb	0.0444839857651246
8.12411050476918e-20	3.12794942293956	0.188	0.026	2.13485375844325e-15	lens placode	CABZ01080568.1	7
2.55256663513883e-19	4.02642284116678	0.071	0.004	6.70763460381782e-15	lens placode	si:dkey-164f24.2	14.4
3.20611906968816e-19	-4.05113621051467	0.106	0.605	8.42503969132654e-15	lens placode	adgrv1	0.176567656765677
3.36132173401616e-19	3.52790358783888	0.141	0.015	8.83288125264766e-15	lens placode	afap1l1a	8.875
5.02522649057313e-19	2.51234126165587	0.235	0.04	1.32052901719281e-14	lens placode	kif26ba	5.75609756097561
6.03728916890953e-19	1.95202713220881	0.447	0.126	1.58647884780605e-14	lens placode	brf1a	3.52755905511811
6.34422651905714e-19	2.51808317207872	0.353	0.087	1.66713584467783e-14	lens placode	oxsr1b	4.02272727272727
1.16586992411206e-18	-5.76369239176649	0.012	0.538	3.06367298658167e-14	lens placode	rfx4	0.0241187384044527
1.16609757073054e-18	3.84918106783209	0.071	0.004	3.06427119636572e-14	lens placode	CR385053.1	14.4
2.12333982053924e-18	-3.41370547879529	0.094	0.6	5.57971238041301e-14	lens placode	lrp2a	0.158069883527454
2.82657692132035e-18	1.67535460236773	0.718	0.333	7.42767883384561e-14	lens placode	larp1b	2.15269461077844
1.16233586607312e-17	3.63968452302517	0.082	0.006	3.05438618886695e-13	lens placode	fibina	11.8571428571429
1.16973720725e-17	4.18339065095078	0.059	0.003	3.07383543321155e-13	lens placode	wnt2bb	15
1.95440864776442e-17	2.63159201583545	0.282	0.06	5.13579504459535e-13	lens placode	nhsl1a	4.63934426229508
1.95830558098136e-17	3.49254532547182	0.141	0.017	5.14603540570282e-13	lens placode	fosl1a	7.88888888888889
2.0987388839528e-17	1.73829291443145	0.635	0.265	5.51506603925116e-13	lens placode	caska	2.39097744360902
2.36280565606298e-17	4.61670415602071	0.082	0.006	6.2089807030023e-13	lens placode	ampd3b	11.8571428571429
3.96241933249016e-17	3.17450972103634	0.212	0.037	1.04124455219176e-12	lens placode	gamt	5.60526315789474
5.46887313189456e-17	4.04755857067394	0.094	0.008	1.43711048159925e-12	lens placode	nuak2	10.5555555555556
5.71293764632526e-17	-4.0869462005492	0.082	0.556	1.50124575470135e-12	lens placode	zbtb16b	0.149012567324955
6.84818888473223e-17	-1.84372927781474	0.365	0.744	1.79956707512994e-12	lens placode	agrn	0.491275167785235
7.36133075655831e-17	1.49921134317728	0.788	0.425	1.93441049620839e-12	lens placode	tcf7l1b	1.85211267605634
7.5772648255575e-17	-3.59568159627938	0.082	0.56	1.99115365086e-12	lens placode	celsr1b	0.14795008912656
8.80447486914056e-17	2.66807257558111	0.235	0.044	2.31363990611276e-12	lens placode	abcc4	5.24444444444444
8.94313258915556e-17	3.27943433375719	0.141	0.017	2.3500763817783e-12	lens placode	si:ch211-264f5.6	7.88888888888889
1.00917813951894e-16	-2.96785663720098	0.153	0.607	2.65191831502788e-12	lens placode	srgap3	0.253289473684211
1.11173010580128e-16	2.83635268282256	0.176	0.026	2.9214043720246e-12	lens placode	nr1i2	6.55555555555556
1.20868744227979e-16	1.91387979673934	0.494	0.17	3.17618886082284e-12	lens placode	ripor2	2.89473684210526
1.61998176130086e-16	-3.44946204887369	0.082	0.562	4.2569880723464e-12	lens placode	ptprn2	0.147424511545293
1.65373013925427e-16	-2.76670847255263	0.141	0.611	4.34567205993238e-12	lens placode	arvcfb	0.23202614379085
1.81812542639864e-16	4.76945837761794	0.094	0.008	4.77766999549035e-12	lens placode	CR387919.1	10.5555555555556
3.20731955157832e-16	1.38385988737682	0.729	0.345	8.42819431763752e-12	lens placode	si:ch211-285f17.1	2.10982658959538
3.2318825905962e-16	3.04739410132561	0.188	0.031	8.49274107156869e-12	lens placode	si:ch211-225b11.1	5.90625
3.66181927701928e-16	1.70411711339046	0.6	0.253	9.62252869615127e-12	lens placode	frmd4ba	2.36614173228346
4.59853321247722e-16	-1.64887611999375	0.459	0.787	1.20840255757476e-11	lens placode	baz2ba	0.583756345177665
5.07897861685262e-16	-2.23853426233302	0.353	0.704	1.33465400093653e-11	lens placode	znrf3	0.502127659574468
6.82555064108232e-16	-2.64386884006366	0.224	0.653	1.79361819746361e-11	lens placode	meis1b	0.344036697247706
7.59112023866822e-16	4.06929248835352	0.082	0.007	1.99479457631724e-11	lens placode	ankrd24	10.375
1.15459296541016e-15	2.31671583997426	0.212	0.039	3.03403939450481e-11	lens placode	niban2a	5.325
1.30413175904252e-15	3.74088684304332	0.071	0.005	3.42699743641194e-11	lens placode	zgc:194398	12
1.52779106696824e-15	1.86998540043803	0.553	0.218	4.01472936577915e-11	lens placode	rin2	2.5296803652968
2.11333044670316e-15	3.27058006109437	0.129	0.016	5.55340974784656e-11	lens placode	rhov	7.64705882352941
2.31079064710233e-15	-7.01809055613212	0.012	0.465	6.0722956624555e-11	lens placode	ncam1b	0.0278969957081545
2.41832502087794e-15	-1.93653196967116	0.271	0.701	6.35487448986305e-11	lens placode	fat3a	0.387464387464387
2.65603558641628e-15	2.15291885039707	0.165	0.025	6.9795303139847e-11	lens placode	si:ch211-246m6.5.1	6.38461538461538
2.81943786039207e-15	2.33138114180354	0.294	0.072	7.40891880953828e-11	lens placode	actn1	4.04109589041096
3.00765730377485e-15	3.12631978090199	0.176	0.029	7.90352186285956e-11	lens placode	ADGRL3	5.9
3.02376461756981e-15	2.99621687563845	0.176	0.029	7.94584866204995e-11	lens placode	dhx32a	5.9
3.13318893334074e-15	-3.96219754824328	0.047	0.505	8.2333938790328e-11	lens placode	pvrl2l	0.0948616600790514
3.13846908655959e-15	2.35585545301589	0.247	0.052	8.2472690656613e-11	lens placode	rapgef5b	4.67924528301887
3.5613853228397e-15	2.99986377694234	0.141	0.019	9.35860835135815e-11	lens placode	kank2	7.1
3.6884975293742e-15	3.60730962402633	0.082	0.007	9.69263380768953e-11	lens placode	mafa	10.375
4.15136659667774e-15	-1.63432531972443	0.4	0.747	1.09089611427498e-10	lens placode	pbx4	0.536096256684492
4.41335040556879e-15	4.2380325735401	0.059	0.003	1.15974021957537e-10	lens placode	cyp2k8	15
4.90594192768306e-15	-1.71997164374555	0.447	0.768	1.28918341975655e-10	lens placode	macf1a	0.58257477243173
5.31262618242834e-15	2.0516514454769	0.388	0.117	1.39605190821852e-10	lens placode	notch2	3.29661016949153
5.39315950742765e-15	1.302047628937	0.647	0.273	1.41721445536184e-10	lens placode	pax6b	2.36496350364963
5.67915904494387e-15	3.00691411731559	0.247	0.055	1.49236941383035e-10	lens placode	bcl2l11	4.42857142857143
6.1568408082797e-15	-6.49355546690881	0.012	0.457	1.61789462759974e-10	lens placode	sema5ba	0.0283842794759825
6.46438803727712e-15	3.00117685497789	0.106	0.011	1.69871188843568e-10	lens placode	SBNO2	8.91666666666667
7.79951851786606e-15	3.02627896790743	0.118	0.014	2.04955747612484e-10	lens placode	slc17a5	7.93333333333333
8.02190016926827e-15	-2.64592244446335	0.2	0.621	2.10799492648032e-10	lens placode	col18a1a	0.323151125401929
1.09090677344021e-14	-1.53121289092648	0.412	0.77	2.86668481924618e-10	lens placode	msi1	0.535667963683528
1.49710196195606e-14	2.11116613479311	0.294	0.074	3.93408453562814e-10	lens placode	serpinh1b	3.93333333333333
1.56021715046542e-14	-3.97859728209247	0.059	0.495	4.09993862799303e-10	lens placode	plp1a	0.120967741935484
1.67275150454425e-14	3.26744765652554	0.082	0.007	4.39565640364138e-10	lens placode	ptk2bb	10.375
1.74422355889723e-14	2.42707728808707	0.165	0.026	4.58347066807014e-10	lens placode	fkbp10b	6.14814814814815
2.33321493102991e-14	2.7236118370124	0.188	0.034	6.13122219576041e-10	lens placode	tcima	5.4
2.68823238075455e-14	3.58380064056222	0.106	0.012	7.06413705014681e-10	lens placode	vegfba	8.23076923076923
2.73618234247684e-14	2.17010736653526	0.341	0.098	7.19013995956064e-10	lens placode	abca1b	3.45454545454545
2.79111094372625e-14	1.61951627502876	0.541	0.219	7.33448133792384e-10	lens placode	mdn1	2.46363636363636
2.9895781973408e-14	-2.84947678139415	0.141	0.56	7.85601358697215e-10	lens placode	ank2b	0.253119429590018
3.15477836882824e-14	2.25890412782394	0.353	0.107	8.29012659760685e-10	lens placode	man1a1	3.27777777777778
4.33804361650169e-14	4.06902099706401	0.071	0.005	1.13995110154431e-09	lens placode	mfge8a	12
4.58093279845939e-14	1.10340297004614	0.824	0.447	1.20377752077916e-09	lens placode	pax6a	1.84151785714286
7.40302956415417e-14	-2.94653510833423	0.106	0.528	1.94536810886843e-09	lens placode	arhgef10la	0.20226843100189
7.48943221294361e-14	3.35470507872408	0.106	0.012	1.96807299691732e-09	lens placode	uckl1b	8.23076923076923
7.56684643392797e-14	2.68121510197834	0.188	0.035	1.98841590590759e-09	lens placode	sema3b	5.25
7.60487265228658e-14	1.28908819995187	0.694	0.311	1.99840843556787e-09	lens placode	tmem108	2.2275641025641
1.11873321954426e-13	1.89979489229546	0.482	0.185	2.9398071543184e-09	lens placode	glceb	2.59677419354839
1.23672735348734e-13	2.65663908632788	0.188	0.036	3.24987213949404e-09	lens placode	rps19bp1	5.10810810810811
1.49743289079696e-13	-2.37631130546897	0.129	0.562	3.93495415043624e-09	lens placode	magi1b	0.230905861456483
1.54248778105736e-13	3.66614853242303	0.059	0.004	4.05334939106253e-09	lens placode	micu3a	12
1.5546653969222e-13	2.20420198301717	0.271	0.067	4.08534973003215e-09	lens placode	srpk3	4
1.60675635807841e-13	2.11330431612632	0.282	0.072	4.22223435775844e-09	lens placode	cpamd8	3.87671232876712
1.72487309700463e-13	2.68978881332671	0.271	0.069	4.53262152430877e-09	lens placode	klf12b	3.88571428571429
1.76549223965528e-13	2.82123485654218	0.153	0.025	4.63936050736613e-09	lens placode	ccnd2b	5.92307692307692
2.09082284657912e-13	3.14799223533422	0.118	0.015	5.49426427624062e-09	lens placode	slc5a12	7.4375
2.41159075618904e-13	1.8242447503563	0.412	0.139	6.33717818911356e-09	lens placode	ssb	2.95
2.83718193521603e-13	2.83455944336191	0.141	0.022	7.45554668936069e-09	lens placode	plpp2a	6.17391304347826
2.96733273428679e-13	1.47305919835674	0.729	0.458	7.79755695915884e-09	lens placode	atp2b4	1.59041394335512
2.98992235709447e-13	2.87614651107004	0.106	0.013	7.85691796997285e-09	lens placode	capn2a	7.64285714285714
3.13924448509177e-13	1.30910281745735	0.706	0.37	8.24930665792415e-09	lens placode	sema4c	1.90566037735849
3.29238372043617e-13	1.39462117529758	0.435	0.151	8.65172594056216e-09	lens placode	traf4a	2.86842105263158
3.8381159888002e-13	-2.95401227737736	0.106	0.512	1.00858011953692e-08	lens placode	cldn5a	0.208576998050682
3.91408498178925e-13	1.87019338339393	0.341	0.102	1.02854325151458e-08	lens placode	vasnb	3.32038834951456
3.9753040469728e-13	-2.03362010577768	0.306	0.66	1.04463039746351e-08	lens placode	jag2b	0.464447806354009
5.39142288394195e-13	2.72053874406186	0.118	0.016	1.41675810544227e-08	lens placode	cdkn1ba	7
5.88131820068963e-13	1.97577733159481	0.247	0.059	1.54549279677722e-08	lens placode	unc5a	4.13333333333333
6.01564886505437e-13	3.08924609913383	0.118	0.016	1.58079220875899e-08	lens placode	ptpmt1	7
6.70589522857639e-13	1.42208137352249	0.541	0.217	1.7621751481653e-08	lens placode	si:dkey-117m1.4	2.48623853211009
6.76949020598364e-13	2.56336462331103	0.165	0.029	1.77888663632838e-08	lens placode	serpinh1a	5.53333333333333
7.2020997853416e-13	0.762170467327529	0.6	0.237	1.89256778159207e-08	lens placode	pdzrn3b	2.52521008403361
7.48973678364935e-13	-2.92586436725983	0.118	0.522	1.96815303200738e-08	lens placode	notch1b	0.227533460803059
8.58570971714539e-13	-3.51423403904703	0.059	0.458	2.25615279947146e-08	lens placode	nav2a	0.130718954248366
9.07965241845017e-13	1.86620887528555	0.553	0.263	2.38595106252034e-08	lens placode	large2	2.09848484848485
9.37606742798346e-13	1.5743171879633	0.435	0.153	2.4638429987255e-08	lens placode	shdb	2.83116883116883
9.75173015564612e-13	-1.81373560891059	0.435	0.747	2.56255965030069e-08	lens placode	cntfr	0.582887700534759
1.11361122842588e-12	2.41608739173742	0.235	0.056	2.92634758605753e-08	lens placode	ANOS1	4.14035087719298
1.14081700820613e-12	1.55965651109997	0.459	0.169	2.99783893416406e-08	lens placode	tgfbr1a	2.70588235294118
1.17408497505224e-12	-2.7903967112345	0.118	0.513	3.08526049744227e-08	lens placode	BX284638.2	0.231517509727626
1.31306746690877e-12	-1.7564376095158	0.341	0.692	3.45047868954285e-08	lens placode	trps1	0.493506493506494
1.38467730612785e-12	-2.47682777948618	0.082	0.502	3.63865502504276e-08	lens placode	igsf3	0.165009940357853
1.38896347438504e-12	2.18442733349561	0.282	0.078	3.64991821798901e-08	lens placode	bach2a	3.58227848101266
1.42639222815556e-12	3.07333113846902	0.129	0.019	3.74827349714718e-08	lens placode	elk3	6.5
1.55207449788253e-12	-2.88652050077595	0.176	0.552	4.07854136553572e-08	lens placode	lrig1	0.320072332730561
1.55635079403592e-12	3.5457206648185	0.082	0.008	4.0897786165676e-08	lens placode	sypb	9.22222222222222
1.65086570679425e-12	-3.10654991487113	0.106	0.489	4.33814490431392e-08	lens placode	CR854827.3	0.218367346938776
1.95593827329368e-12	2.62722518985763	0.106	0.013	5.13981459456114e-08	lens placode	lsr	7.64285714285714
1.99049798702095e-12	1.74746515137309	0.388	0.135	5.23063061029366e-08	lens placode	tmco1	2.86029411764706
2.06624876320087e-12	-6.1577806755305	0.012	0.4	5.42968849993925e-08	lens placode	ek1	0.0324189526184539
2.35747643231281e-12	2.7591389299998	0.176	0.034	6.19497656883161e-08	lens placode	lrch1	5.05714285714286
2.79810986818523e-12	2.76887193918043	0.118	0.017	7.35287311161714e-08	lens placode	slc25a15b	6.61111111111111
3.98652353255758e-12	3.07577584222583	0.129	0.02	1.04757865388548e-07	lens placode	gpa33a	6.19047619047619
4.12058665699917e-12	1.57524803651278	0.447	0.17	1.08280776172624e-07	lens placode	rreb1b	2.61988304093567
4.4797191503762e-12	2.23337074033032	0.318	0.096	1.17718059833586e-07	lens placode	ccdc85cb	3.28865979381443
5.51170642117066e-12	2.26077215530948	0.224	0.053	1.44836621335523e-07	lens placode	jazf1b	4.16666666666667
5.5612618205525e-12	2.4063720720404	0.2	0.043	1.46138838120479e-07	lens placode	myo6b	4.56818181818182
6.71138860134308e-12	1.84657310365699	0.259	0.068	1.76361869666093e-07	lens placode	lypd6	3.76811594202899
7.79072995929957e-12	2.47255835309011	0.153	0.027	2.04724801870474e-07	lens placode	dsc2l	5.5
8.43007435429463e-12	2.32010554674518	0.176	0.036	2.21525493882154e-07	lens placode	antxr1d	4.78378378378378
8.87619991620811e-12	1.68749677476112	0.4	0.144	2.33248781398117e-07	lens placode	msi2a	2.76551724137931
9.39170248382095e-12	2.07078823270588	0.2	0.044	2.46795157869847e-07	lens placode	cldn1	4.46666666666667
9.4480486026693e-12	-5.97253780684172	0.012	0.382	2.48275821180944e-07	lens placode	tox3	0.0339425587467363
1.02969712354057e-11	1.48750067646395	0.341	0.106	2.70583810123991e-07	lens placode	cdh1	3.19626168224299
1.09272401215541e-11	3.44458232259397	0.071	0.007	2.87146015914198e-07	lens placode	pdgfd	9
1.11011007379992e-11	3.4530407054979	0.071	0.007	2.91714725193144e-07	lens placode	lmna	9
1.16923882009931e-11	2.43425379838929	0.153	0.028	3.07252577145697e-07	lens placode	spint1a	5.31034482758621
1.17004339132152e-11	3.27056804306505	0.071	0.007	3.0746400237147e-07	lens placode	pitpnc1b	9
1.17331744161305e-11	-1.87591106232804	0.318	0.66	3.08324357307077e-07	lens placode	boc	0.482602118003026
1.26064987430286e-11	-4.47103489231595	0.035	0.406	3.31273573969306e-07	lens placode	si:ch211-286o17.1	0.0884520884520885
1.27731727618625e-11	1.23009164054904	0.718	0.404	3.35653433836222e-07	lens placode	btg1	1.77530864197531
1.30915926883542e-11	0.962451181628619	0.682	0.329	3.44020872664571e-07	lens placode	col14a1a	2.06969696969697
1.42808725996279e-11	2.94045417663822	0.071	0.007	3.75272770173021e-07	lens placode	CU062633.1	9
1.52829180171335e-11	-5.89469368957467	0.035	0.399	4.01604519654234e-07	lens placode	ntn1a	0.09
1.72939499382747e-11	1.35566465132009	0.6	0.293	4.54450416477982e-07	lens placode	suclg2	2.04421768707483
2.08808509220015e-11	1.21517528051076	0.671	0.356	5.48707000528355e-07	lens placode	cyth1a.1	1.88235294117647
2.27589046414965e-11	-4.03550806265221	0.035	0.403	5.98058496169244e-07	lens placode	ptprna	0.0891089108910891
2.38960889898055e-11	-2.26644518773476	0.153	0.527	6.2794142647411e-07	lens placode	arhgap12b	0.291666666666667
2.51624665477872e-11	-6.44300774545387	0.012	0.373	6.61219295942753e-07	lens placode	pax3a	0.0347593582887701
3.22023151770382e-11	-1.85715547519221	0.176	0.573	8.46212438222209e-07	lens placode	nos1apa	0.308362369337979
3.23259095919005e-11	1.85974172425754	0.376	0.135	8.4946025225596e-07	lens placode	nap1l4a	2.77205882352941
3.38760391458694e-11	-2.60888404996662	0.129	0.487	8.90194556675156e-07	lens placode	arhgap33	0.266393442622951
3.41411015237885e-11	1.86819042623325	0.247	0.065	8.97159865842113e-07	lens placode	AL928908.2	3.75757575757576
3.59906381773328e-11	-5.19932770415376	0.024	0.379	9.45761990023951e-07	lens placode	brsk2b	0.0657894736842105
3.71185950842734e-11	1.54673142416417	0.506	0.227	9.75402441624536e-07	lens placode	ppargc1b	2.22368421052632
3.80589863174178e-11	1.68244231798694	0.412	0.154	1.00011404244911e-06	lens placode	farp1	2.66451612903226
3.83667917184935e-11	1.42902631327903	0.447	0.169	1.00820255277857e-06	lens placode	dnmt3bb.1	2.63529411764706
3.96894856615254e-11	1.82053593166584	0.471	0.198	1.04296030421357e-06	lens placode	ptbp3	2.37185929648241
4.40760146537174e-11	-3.27889312809586	0.059	0.428	1.15822951307038e-06	lens placode	nbeaa	0.13986013986014
4.41648209282834e-11	1.96320222343852	0.2	0.046	1.16056316435343e-06	lens placode	itpr2	4.27659574468085
6.06675873425057e-11	3.35431763350193	0.071	0.007	1.59422286018636e-06	lens placode	ifngr1	9
6.1628408742402e-11	-4.65374930121068	0.024	0.38	1.61947132493284e-06	lens placode	bmpr1ba	0.0656167979002625
6.56146459622056e-11	2.86377395529601	0.129	0.022	1.72422166659484e-06	lens placode	dock5	5.65217391304348
7.06014702271954e-11	2.41714887330018	0.153	0.029	1.85526543463024e-06	lens placode	gnav1	5.13333333333333
7.29139888061244e-11	1.39507764264563	0.506	0.224	1.91603379784734e-06	lens placode	fmnl3	2.25333333333333
7.76571074342961e-11	2.47744034772556	0.141	0.026	2.04067346915843e-06	lens placode	si:dkeyp-19e1.3	5.25925925925926
7.85712648775545e-11	2.44423903292613	0.2	0.047	2.06469569845238e-06	lens placode	fabp11a	4.1875
7.98455049408946e-11	1.46309566408543	0.529	0.247	2.09818017883683e-06	lens placode	efl1	2.13709677419355
8.0339987837674e-11	2.60645903816012	0.094	0.012	2.1111742003984e-06	lens placode	BNC1	7.30769230769231
8.70956437675303e-11	-1.26534747047512	0.576	0.791	2.28869932692316e-06	lens placode	gli2a	0.728535353535353
8.74570418098268e-11	-3.63965028757525	0.059	0.405	2.29819614467863e-06	lens placode	mbd3b	0.147783251231527
9.14588477308657e-11	3.49918400338866	0.071	0.007	2.40335560067169e-06	lens placode	edar	9
9.90574034464077e-11	3.32132763186107	0.071	0.007	2.6030304477647e-06	lens placode	kctd1	9
1.01710269900812e-10	1.63388975738847	0.306	0.095	2.67274247245354e-06	lens placode	ssbp3a	3.19791666666667
1.07508038863399e-10	-1.94398085014879	0.353	0.632	2.8250962452524e-06	lens placode	cachd1	0.559241706161137
1.24146854346094e-10	-2.92500212364488	0.094	0.452	3.26233103850667e-06	lens placode	nexmifb	0.209713024282561
1.32420973327343e-10	1.51288830219607	0.529	0.251	3.47975833709593e-06	lens placode	nrip1b	2.1031746031746
1.57350562520458e-10	-7.82895884849437	0	0.339	4.1348580819126e-06	lens placode	st8sia2	0.00294117647058824
1.65166975241413e-10	1.14954920529519	0.729	0.468	4.34025777539386e-06	lens placode	nhsl1b	1.55650319829424
1.72570948446302e-10	1.40418425604477	0.518	0.24	4.53481938327192e-06	lens placode	hspa9	2.15352697095436
1.75679975260694e-10	2.81022133160944	0.094	0.013	4.61651838990052e-06	lens placode	rab11fip1a	6.78571428571429
1.76390384202774e-10	-4.24793720822586	0.024	0.37	4.6351865160805e-06	lens placode	nkd1	0.0673854447439353
1.95042695128569e-10	1.90847114033762	0.365	0.139	5.12533194258854e-06	lens placode	fosab	2.61428571428571
1.95718989833167e-10	-4.11730036387287	0.035	0.378	5.14310361483595e-06	lens placode	sb:cb81	0.0949868073878628
2.10246581119536e-10	1.26845123416483	0.729	0.466	5.52485965865916e-06	lens placode	atp1a1a.1	1.56316916488223
2.13252943601927e-10	-1.17188017713297	0.812	0.885	5.60386085197143e-06	lens placode	foxp4	0.917607223476298
2.17885230431153e-10	1.23286051305739	0.588	0.299	5.72558808526983e-06	lens placode	wdr36	1.96333333333333
2.21137723227594e-10	1.99403979582585	0.294	0.092	5.81105709097471e-06	lens placode	cbsb	3.17204301075269
2.53995598698665e-10	-2.23781999527476	0.176	0.506	6.67449634260351e-06	lens placode	fgfr1b	0.349112426035503
2.59506415819586e-10	-2.60951470234199	0.141	0.484	6.81930959490708e-06	lens placode	ephb2b	0.292783505154639
2.62559846903274e-10	2.1831653814454	0.224	0.06	6.89954765692422e-06	lens placode	f13a1b	3.68852459016393
2.86058189616658e-10	3.01176361727118	0.071	0.008	7.51703710674654e-06	lens placode	oaz2a	8
2.91427473618577e-10	2.21411297267589	0.176	0.04	7.65813115174897e-06	lens placode	cry-dash	4.31707317073171
3.21806856853932e-10	1.56663652482376	0.341	0.119	8.45644058440762e-06	lens placode	shq1	2.85
3.42859698645203e-10	1.07540511507007	0.624	0.309	9.00966716099863e-06	lens placode	mpp6a	2.01612903225806
3.560117771039e-10	1.34749417237198	0.553	0.261	9.35527747873628e-06	lens placode	ipo4	2.11450381679389
3.759922434341e-10	3.62800280134298	0.071	0.008	9.88032417296129e-06	lens placode	snx22	8
3.78063313551071e-10	-5.2921449706045	0.012	0.344	9.93474775349504e-06	lens placode	tns1b	0.0376811594202899
3.78351234350148e-10	0.631229348027169	0.647	0.295	9.94231373625318e-06	lens placode	kirrel3l	2.18918918918919
3.96233576590384e-10	3.32261307550266	0.071	0.008	1.04122259256421e-05	lens placode	rab34b	8
4.2973821551113e-10	2.22651470502437	0.188	0.045	1.12926608272015e-05	lens placode	fam49bb	4.10869565217391
4.29938381123923e-10	2.00349100416607	0.153	0.031	1.12979207791745e-05	lens placode	tfap2c	4.8125
4.39541224460941e-10	-2.6938935178477	0.129	0.459	1.15502642963846e-05	lens placode	ptch1	0.282608695652174
4.77313126393046e-10	-0.991787664139859	0.682	0.866	1.25428343353565e-05	lens placode	ptprfb	0.787773933102653
5.06962254855666e-10	-4.82692484603895	0.024	0.355	1.33219541330972e-05	lens placode	nr2f1b	0.0702247191011236
6.62455197884539e-10	3.21773047335413	0.106	0.017	1.74079976900099e-05	lens placode	sgcd	5.94444444444444
6.76269370218e-10	-3.79122036504701	0.071	0.393	1.77710065105886e-05	lens placode	nr2f2	0.182741116751269
8.04803437687063e-10	-2.98771233177907	0.094	0.415	2.11486247355406e-05	lens placode	auts2a	0.228365384615385
8.85811672035158e-10	2.2881019081041	0.176	0.041	2.32773591177399e-05	lens placode	hemk1	4.21428571428571
1.00198344759587e-09	-2.09287811550239	0.2	0.522	2.63301210359242e-05	lens placode	ENSDARG00000059707	0.384321223709369
1.11584705496874e-09	-3.99278139540579	0.024	0.35	2.93222289104686e-05	lens placode	hs3st3b1b	0.0712250712250712
1.13788470525806e-09	0.957106066948112	0.8	0.487	2.99013342847712e-05	lens placode	pwp2h	1.64139344262295
1.15766701579723e-09	-1.35824400685668	0.388	0.68	3.04211738411197e-05	lens placode	pard3bb	0.571218795888399
1.18644163870718e-09	2.75409118881523	0.094	0.014	3.11773133819473e-05	lens placode	jam2b	6.33333333333333
1.19886901691984e-09	1.30168513788484	0.529	0.26	3.15038800266196e-05	lens placode	nkain4	2.03065134099617
1.19953525091436e-09	3.43697281152325	0.082	0.011	3.15213873235276e-05	lens placode	fam149a	6.91666666666667
1.23088655222691e-09	-1.28878855019971	0.647	0.8	3.23452368194186e-05	lens placode	adgrl2a	0.808988764044944
1.45088445150964e-09	2.30562809422621	0.176	0.042	3.81263416167704e-05	lens placode	rab3ip	4.11627906976744
1.61988227439507e-09	2.01600171622025	0.306	0.106	4.25672664065538e-05	lens placode	fam13a	2.86915887850467
1.69505993509976e-09	2.70525152053439	0.106	0.017	4.45427849745514e-05	lens placode	USP53	5.94444444444444
1.81611200844222e-09	2.04623798909456	0.129	0.024	4.77237913578447e-05	lens placode	col2a1b	5.2
1.82260315381076e-09	3.24308337526097	0.082	0.011	4.78943656758391e-05	lens placode	p2ry11	6.91666666666667
1.9125777508167e-09	-3.89404752251865	0.047	0.359	5.02587181359612e-05	lens placode	cspg5a	0.133333333333333
1.94912798368865e-09	3.18393943644556	0.071	0.008	5.12191851553704e-05	lens placode	si:ch73-281f12.4	8
1.95526324953362e-09	-0.947081665871413	0.682	0.836	5.13804076712444e-05	lens placode	mllt10	0.816009557945042
2.02098784209387e-09	3.56502382420572	0.059	0.006	5.31075185145427e-05	lens placode	si:dkey-262k9.2	8.57142857142857
2.10240127431485e-09	1.79267243584304	0.094	0.014	5.52469006864457e-05	lens placode	hpse2	6.33333333333333
2.35618357531633e-09	-3.92813988619848	0.035	0.349	6.19157919921624e-05	lens placode	crb2a	0.102857142857143
2.55991126944191e-09	1.93903655269169	0.259	0.082	6.72693483383944e-05	lens placode	slc7a1a	3.13253012048193
2.73904149545e-09	-1.92471118739478	0.282	0.583	7.1976532417435e-05	lens placode	plxna1a	0.48458904109589
2.86112609279735e-09	-3.69766319767252	0.035	0.349	7.51846714665287e-05	lens placode	plekha7b	0.102857142857143
3.31065396639447e-09	2.10796857983263	0.176	0.043	8.69973649289139e-05	lens placode	prcp	4.02272727272727
3.53988640536434e-09	0.787577048277781	0.882	0.573	9.30211349601641e-05	lens placode	nop56	1.5383275261324
3.647287554621e-09	-4.02766559017321	0.035	0.343	9.58434223603307e-05	lens placode	lrrn1	0.104651162790698
3.69045791532799e-09	1.60006917308975	0.271	0.085	9.69778530989888e-05	lens placode	dlst	3.16279069767442
4.04709874324029e-09	1.30920419350417	0.424	0.181	0.000106349660774868	lens placode	epcam	2.33516483516484
4.57197471025622e-09	-4.29046692854202	0.071	0.37	0.000120142351436113	lens placode	epha4a	0.194070080862534
4.73989326284309e-09	2.57881958335129	0.176	0.044	0.000124554915160991	lens placode	gdpd5b	3.93333333333333
